Marketing,business/Marketing/sales associate
Marketing Automation,business/Marketing/sales associate
Media Planner / Buyer,business/Marketing/sales associate
Microsoft Office,business/Marketing/sales associate
Multitasking,business/Marketing/sales associate
Motivational,business/Marketing/sales associate
Negotiation,business/Marketing/sales associate
Nonverbal Communication,business/Marketing/sales associate
Retail Buyer,business/Marketing/sales associate
Retail Manager,business/Marketing/sales associate
Retail Merchandiser,business/Marketing/sales associate
Retail Sales,business/Marketing/sales associate
Sales,business/Marketing/sales associate
Sales Associate,business/Marketing/sales associate
Social,business/Marketing/sales associate
Social Media,business/Marketing/sales associate
Soft Skills (List),business/Marketing/sales associate
Soft Skills (Top 7),business/Marketing/sales associate
Soft Skills for Managers,business/Marketing/sales associate
Software Sales Representative,business/Marketing/sales associate
Team Building,business/Marketing/sales associate
Teamwork,business/Marketing/sales associate
Technical,business/Marketing/sales associate
Technical Support,business/Marketing/sales associate
Time Management,business/Marketing/sales associate
Training Coordinator,business/Marketing/sales associate
Underwriter,business/Marketing/sales associate
Verbal Communication,business/Marketing/sales associate
